226, 254, 244, 0
275, 302, 286, 1
278, 275, 265, 2
233, 278, 264, 3
259, 293, 277, 4
238, 265, 249, 0
301, 327, 307, 1
285, 287, 273, 2
218, 261, 245, 3
257, 288, 271, 4
229, 257, 246, 0
274, 301, 286, 1
263, 261, 256, 2
221, 271, 261, 3
221, 262, 256, 4
221, 250, 241, 0
271, 299, 285, 1
271, 273, 267, 2
224, 272, 257, 3
243, 281, 270, 4
209, 242, 238, 0
274, 303, 287, 1
272, 273, 265, 2
210, 261, 250, 3
236, 276, 266, 4
